Wall time,Step,Value
1653498248.809287,2250,0.8963643312454224
1653498249.1520398,6750,1.6501599550247192
1653498249.1846871,7200,1.5030056238174438
1653498249.2964694,8550,1.325353980064392
1653498249.3287303,9000,1.511918306350708
1653498249.4337523,10350,1.3740208148956299
1653498249.5790513,12150,1.040828824043274
1653498249.610461,12600,1.1196118593215942
1653498250.1163802,18450,1.810987949371338
1653498250.4138856,21600,1.6358898878097534
1653498250.4576027,22050,1.8729379177093506
1653498250.5016673,22500,1.9344507455825806
1653498250.7210104,24750,2.9920005798339844
1653498251.0682628,28350,1.6265076398849487
1653498251.1078987,28800,1.9411818981170654
1653498251.2369702,30150,2.1302742958068848
1653498251.2750788,30600,2.4751675128936768
1653498251.4047215,31950,1.6250144243240356
1653498251.4555461,32400,1.546775221824646
1653498251.707704,35100,1.4166319370269775
1653498251.9392693,37350,1.2634376287460327
1653498252.2271204,40500,1.1046464443206787
1653498252.6474392,45000,1.237649917602539
1653498252.8202875,46800,1.1380373239517212
1653498252.9522524,48150,1.378505825996399
1653498252.9929187,48600,1.3054189682006836
1653498253.60833,54900,0.9800552725791931
1653498253.7897801,56700,1.1904094219207764
1653498253.8320937,57150,1.2214957475662231
1653498253.913007,58050,1.5603315830230713
1653498253.9958909,58950,1.513648509979248
1653498254.2376292,61650,1.3628393411636353
1653498254.5816717,65250,0.966050922870636
1653498254.6832027,66150,1.1634328365325928
1653498254.7253432,66600,1.3646433353424072
1653498254.8556542,67950,0.8513996601104736
1653498255.1677027,71100,1.029392957687378
1653498255.2961864,72450,0.7972772121429443
1653498255.3827488,73350,0.921515941619873
1653498255.4683766,74250,1.1389024257659912
1653498255.7722926,77400,1.1746625900268555
1653498255.8250973,77850,0.7854064106941223
1653498256.071809,80100,0.8095924258232117
1653498256.3819046,83250,1.1158521175384521
1653498256.4278688,83700,0.932069718837738
1653498256.4727054,84150,1.2153749465942383
1653498256.6910133,86400,0.7734713554382324
1653498256.735447,86850,0.6008650660514832
1653498257.0630186,90000,0.42411211133003235
1653498257.2001877,91350,0.604390561580658
1653498257.2398348,91800,0.6804845333099365
1653498257.3297873,92700,0.7655336856842041
1653498257.5898645,95400,0.8305040001869202
1653498257.680351,96300,0.5893343687057495
1653498257.7665238,97200,0.752122700214386
1653498257.991091,99450,0.8669615983963013
1653498258.1808424,101250,0.5757535696029663
1653498258.4217918,103500,0.7293870449066162
1653498259.1152434,110250,0.6851452589035034
1653498259.1603084,110700,0.745978832244873
1653498259.7708113,116550,0.8371027112007141
1653498259.8163075,117000,0.5748496651649475
1653498259.8618782,117450,0.7634660005569458
1653498260.3594484,122400,0.636254072189331
1653498260.4973264,123750,0.6726487278938293
1653498260.6813276,125550,0.6302676200866699
1653498260.8613358,127350,0.717818021774292
1653498261.001788,128700,0.7175766229629517
1653498261.135377,130050,0.6049773693084717
1653498261.2256203,130950,0.465576171875
1653498261.4566774,133200,0.6755383610725403
1653498261.5541987,134100,0.6326922178268433
1653498261.6072032,134550,0.5985338687896729
1653498262.06682,139050,0.900246798992157
1653498262.2656727,140850,0.5844391584396362
1653498262.4580562,142650,0.9944018721580505
1653498262.5485582,143550,0.6996907591819763
1653498262.5907779,144000,0.7625718116760254
1653498262.7357793,145350,0.8456916213035583
1653498263.4262292,152100,0.7503885626792908
1653498263.7916336,155700,0.8219808340072632
1653498263.8464866,156150,0.5359676480293274
1653498264.209362,159750,0.5701784491539001
1653498264.3899338,161550,0.6049906611442566
1653498264.6641326,164250,0.5461825728416443
1653498264.711116,164700,0.47157853841781616
1653498264.7629359,165150,0.4247068762779236
1653498264.8030968,165600,0.5435473918914795
1653498265.3123665,170550,0.5036644339561462
1653498265.686376,174150,0.36589381098747253
1653498265.8747973,175950,0.4940882623195648
1653498265.9685683,176850,0.506329357624054
1653498266.1978378,179100,0.6778430938720703
1653498266.4327936,181350,0.5917391180992126
1653498266.522919,182250,0.575646162033081
1653498267.042568,187200,0.49248602986335754
1653498267.3381896,189900,0.5120900869369507
1653498267.3884072,190350,0.3570403754711151
1653498268.0661604,196650,0.4260764718055725
1653498268.118195,197100,0.3399074375629425
1653498268.2090313,198000,0.2664160132408142
1653498268.4021118,199800,0.27153027057647705
1653498268.4482534,200250,0.25485050678253174
1653498268.540052,201150,0.2756662368774414
1653498268.822813,203850,0.3014037609100342
1653498269.0091445,205650,0.26772356033325195
1653498269.2416008,207900,0.24173441529273987
1653498269.4334042,209700,0.28556281328201294
1653498269.5740101,211050,0.19629456102848053
1653498269.6705706,211950,0.17779499292373657
1653498269.8593314,213750,0.29219850897789
1653498269.903332,214200,0.23190529644489288
1653498270.1409326,216450,0.13990366458892822
1653498270.1885931,216900,0.21154385805130005
1653498270.477357,219600,0.29046666622161865
1653498270.5796728,220500,0.2893163859844208
1653498270.8234112,222750,0.1422603577375412
1653498271.582604,229950,0.21611455082893372
1653498271.6285708,230400,0.20521818101406097
1653498271.6772523,230850,0.12850993871688843
1653498271.735866,231300,0.20681987702846527
1653498271.7980745,231750,0.1594509780406952
1653498271.9526305,233100,0.26898276805877686
1653498271.9996235,233550,0.20214033126831055
1653498272.0425303,234000,0.24009160697460175
1653498272.7393057,240300,0.1860460489988327
1653498272.7842267,240750,0.25586363673210144
1653498272.869995,241650,0.1326599419116974
1653498272.915316,242100,0.20937398076057434
1653498272.9617705,242550,0.14708375930786133
1653498273.0484962,243450,0.24774974584579468
1653498273.2332852,245250,0.2096671611070633
1653498273.335909,246150,0.2009069174528122
1653498273.5304222,247950,0.24253542721271515
1653498273.6200316,248850,0.2654530704021454
1653498273.808731,250650,0.19491498172283173
1653498274.0972757,253350,0.20362725853919983
1653498274.1880808,254250,0.21851278841495514
1653498274.3741624,256050,0.20744046568870544
1653498274.6123567,258300,0.15290723741054535
1653498275.1259623,263250,0.2390080839395523
1653498275.1728845,263700,0.2539806663990021
1653498275.3109462,265050,0.3389454185962677
1653498275.4084327,265950,0.3082117736339569
1653498275.4522269,266400,0.27949607372283936
1653498275.5921726,267750,0.2211434543132782
1653498275.684289,268650,0.18607661128044128
1653498276.018767,271800,0.20653730630874634
1653498276.2604675,274050,0.18679946660995483
1653498276.496137,276300,0.24175672233104706
1653498276.5443194,276750,0.2754583954811096
1653498276.911798,280350,0.258325457572937
1653498276.9539058,280800,0.34069982171058655
1653498277.1925921,283050,0.30194738507270813
1653498277.2405636,283500,0.34650716185569763
1653498277.4237444,285300,0.2499087005853653
1653498277.607836,287100,0.19820354878902435
1653498277.8880858,289800,0.30455222725868225
1653498277.9368505,290250,0.31374382972717285
1653498278.1733108,292500,0.43774741888046265
1653498278.2735064,293400,0.4836001694202423
1653498278.4519048,295200,0.4303078353404999
1653498278.5880065,296550,0.3433261513710022
1653498278.678101,297450,0.3913321793079376
1653498278.9970002,300600,0.5740503072738647
1653498279.1360168,301950,0.7329777479171753
1653498279.3700256,304200,0.6151443719863892
1653498279.4234562,304650,0.7212549448013306
1653498279.6249478,306450,0.7053310871124268
1653498279.8188047,308250,0.7879929542541504
1653498280.1956964,311850,0.5662265419960022
1653498280.2972736,312750,0.604240894317627
1653498281.0635297,319950,0.36396363377571106
1653498281.5721266,324900,0.4150494337081909
1653498281.6581616,325800,0.30924445390701294
1653498281.7534988,326700,0.35887473821640015
1653498281.7983909,327150,0.3355596959590912
1653498281.8843288,328050,0.3713970184326172
1653498281.9338214,328500,0.23893815279006958
1653498282.0160787,329400,0.3198518753051758
1653498282.0592487,329850,0.3970578610897064
1653498282.103746,330300,0.4520268738269806
1653498282.3196979,332550,0.4346458613872528
1653498282.5802658,335250,0.5781734585762024
1653498283.4508333,344250,0.4478052854537964
1653498283.4972758,344700,0.4715034067630768
1653498283.8135512,347850,0.5380664467811584
1653498283.9548793,349200,0.5083059072494507
1653498284.0026186,349650,0.42621004581451416
1653498284.0998905,350550,0.4234243929386139
1653498284.1911886,351450,0.43843114376068115
1653498284.2917428,352350,0.4686446189880371
1653498284.5660326,355050,0.4056583344936371
1653498285.299121,362250,0.7250279188156128
1653498285.3464103,362700,0.9091505408287048
1653498285.4377549,363600,0.9076223969459534
1653498285.5785868,364950,1.1595062017440796
1653498285.961405,368550,0.5060408711433411
1653498286.0062726,369000,0.5471968054771423
1653498286.4355333,373050,0.4891049265861511
1653498286.6245847,374850,0.47138404846191406
1653498286.7573411,376200,0.39501091837882996
1653498286.8033955,376650,0.4235358238220215
1653498286.982317,378450,0.3914766013622284
1653498287.1189055,379800,0.32580041885375977
1653498287.2121942,380700,0.3503014147281647
1653498287.4799166,383400,0.48548057675361633
1653498287.755264,386100,0.44607698917388916
1653498287.8926518,387450,0.3280080258846283
1653498287.986496,388350,0.2818184494972229
1653498288.1691663,390150,0.6494945287704468
1653498288.3562582,391950,0.3615332245826721
1653498288.3985577,392400,0.5760253071784973
1653498288.9994292,398250,0.46105077862739563
1653498289.0917528,399150,0.5337392091751099
1653498289.3695009,401850,0.29590198397636414
1653498289.5193248,403200,0.2893020212650299
1653498289.6128716,404100,0.20552581548690796
1653498289.798186,405900,0.2854999303817749
1653498289.8445485,406350,0.36389362812042236
1653498290.1174393,409050,0.2719796597957611
1653498290.2133143,409950,0.25059545040130615
1653498290.5944371,413550,0.39050930738449097
1653498291.057446,418050,0.3538503646850586
1653498291.1558154,418950,0.3323056995868683
1653498291.24794,419850,0.3330514132976532
1653498291.717958,424350,0.26925110816955566
1653498292.069171,427500,0.20969747006893158
1653498292.2128282,428850,0.28607040643692017
1653498292.344413,430200,0.33809322118759155
1653498292.7137167,433800,0.3124234080314636
1653498293.442143,441000,0.15639489889144897
1653498293.5834503,442350,0.1981741040945053
1653498293.7684834,444150,0.22755734622478485
1653498294.0470192,446850,0.2227512151002884
1653498294.1413019,447750,0.205048069357872
1653498294.3714542,450000,0.151162788271904
1653498294.515764,451350,0.1349821239709854
1653498294.5572186,451800,0.1358354687690735
1653498294.6026435,452250,0.17372387647628784
1653498294.6956706,453150,0.19556035101413727
1653498295.047989,456300,0.2815919816493988
1653498295.1486502,457200,0.2496146261692047
1653498295.4780421,460350,0.3154093623161316
1653498295.6581266,462150,0.2248314768075943
1653498295.7481434,463050,0.1977352648973465
1653498296.117772,466650,0.2978704273700714
1653498296.1616917,467100,0.2582123279571533
1653498296.5797722,471150,0.2020447999238968
1653498297.0364854,475650,0.2083776295185089
1653498297.2234485,477450,0.2228897660970688
1653498297.3171675,478350,0.1726110875606537
1653498297.6859515,481950,0.14639605581760406
1653498297.7306192,482400,0.1985306739807129
1653498297.8219469,483300,0.18389005959033966
1653498298.0093699,485100,0.27724316716194153
1653498298.4542449,489150,0.2056429088115692
1653498299.0220244,494550,0.26993855834007263
1653498299.207661,496350,0.20093931257724762
1653498299.2994223,497250,0.22403421998023987
1653498299.4413614,498600,0.24389995634555817
1653498299.5381303,499500,0.33058488368988037
1653498299.6313815,500400,0.40518879890441895
1653498300.1053004,504900,0.33032846450805664
1653498300.1531208,505350,0.462571918964386
1653498300.2923124,506700,0.4576728343963623
1653498300.3422244,507150,0.45865336060523987
1653498300.4624307,508500,0.41346511244773865
1653498300.5988777,509850,0.37179648876190186
1653498300.6948268,510750,0.4006626605987549
1653498300.908089,513000,0.3291066586971283
1653498301.2318099,516150,0.41166234016418457
1653498301.46113,518400,0.29564812779426575
1653498301.5095778,518850,0.33444076776504517
1653498301.9884398,523350,0.37117937207221985
1653498302.0820684,524250,0.3253077268600464
1653498302.548191,528750,0.3266521394252777
1653498302.6412387,529650,0.34634706377983093
1653498302.6883419,530100,0.4779871106147766
1653498303.0099795,533250,0.6556512713432312
1653498303.2629535,535500,0.4384998083114624
1653498303.4419985,537300,0.5270835757255554
1653498303.4861302,537750,0.5964517593383789
1653498304.036398,543150,0.413411021232605
1653498304.3850825,546750,0.4710410535335541
1653498304.577842,548550,0.6584662199020386
1653498304.8129997,550800,0.4653392732143402
1653498304.90879,551700,0.629993200302124
1653498305.0994942,553500,0.38695836067199707
1653498305.8134782,560250,0.4230143427848816
1653498305.9057148,561150,0.4024229347705841
1653498306.083484,562950,0.44006186723709106
1653498306.1257637,563400,0.4585328698158264
1653498306.1752005,563850,0.3782489001750946
1653498306.2649193,564750,0.39326420426368713
1653498306.3965409,566100,0.5314759016036987
1653498306.5294576,567450,0.3702459931373596
1653498306.5746186,567900,0.3586116135120392
1653498306.831837,570600,0.3393058478832245
1653498306.9785922,572400,0.3490227460861206
1653498307.1640663,574650,0.5036442279815674
1653498307.2716076,575550,0.37220415472984314
1653498307.4459312,577350,0.4091947674751282
1653498307.5735283,578700,0.46261507272720337
1653498307.7836027,580950,0.4053722321987152
1653498307.914196,582300,0.45247966051101685
1653498308.135257,584550,0.5343325734138489
1653498308.1757145,585000,0.44557952880859375
1653498308.3177948,586350,0.38476890325546265
1653498308.507812,588150,0.4111570715904236
1653498308.9406362,592200,0.2679126560688019
1653498309.2868607,595350,0.43703511357307434
1653498309.4400387,596700,0.27870580554008484
1653498309.4889495,597150,0.23158453404903412
1653498309.9139664,601200,0.27049121260643005
1653498310.4081743,605700,0.269031286239624
1653498310.5585086,607050,0.32415592670440674
1653498310.8881884,609750,0.35011905431747437
1653498311.1847084,612450,0.38268789649009705
1653498311.3794239,614250,0.42952483892440796
1653498311.9260628,619200,0.4168075621128082
1653498311.975279,619650,0.4349583089351654
1653498312.1637475,621450,0.28634241223335266
1653498312.4490614,624150,0.36056408286094666
1653498312.6388135,625950,0.2623576521873474
1653498312.7998207,627300,0.2874559462070465
1653498313.9206636,638100,0.35415956377983093
1653498314.114427,639900,0.3856188654899597
1653498314.5745306,644400,0.5919015407562256
1653498314.8131487,646650,0.35255011916160583
1653498314.9091227,647550,0.4541507959365845
1653498314.9539068,648000,0.4465259909629822
1653498315.0062869,648450,0.355954647064209
1653498315.0582104,648900,0.4093862473964691
1653498315.4419456,652500,0.23200146853923798
1653498315.8103673,656100,0.14839871227741241
1653498315.855323,656550,0.15707767009735107
1653498315.9448717,657450,0.13363242149353027
1653498315.9919426,657900,0.11439061909914017
1653498316.5627964,663300,0.12522533535957336
1653498316.610762,663750,0.12671415507793427
1653498316.70147,664650,0.12122678756713867
1653498317.218669,669600,0.09452980011701584
1653498317.3716712,670950,0.06363418698310852
1653498317.5601382,672750,0.05847302824258804
1653498317.7432475,674550,0.08682373911142349
1653498317.930675,676350,0.10824910551309586
1653498318.2587056,679500,0.1266607940196991
1653498318.3065333,679950,0.15931928157806396
1653498318.3518548,680400,0.10769638419151306
1653498318.4489465,681300,0.10643728077411652
1653498318.5872228,682650,0.1893417090177536
1653498319.1532829,688050,0.07427803426980972
1653498319.4343183,690750,0.11616948992013931
1653498319.5886595,692100,0.17366209626197815
1653498319.6357365,692550,0.11598462611436844
1653498320.1041257,697050,0.09935697168111801
1653498320.242645,698400,0.1170901358127594
1653498320.2909791,698850,0.10792141407728195
1653498320.7719991,703350,0.08815526217222214
1653498320.9151213,704700,0.13237006962299347
1653498320.9694805,705150,0.11862780898809433
1653498321.0667162,706050,0.1754424273967743
1653498321.2573924,707850,0.15591783821582794
1653498321.3043823,708300,0.08315010368824005
1653498321.4450104,709650,0.07078751921653748
1653498321.6294599,711450,0.09397133439779282
1653498321.8651774,713700,0.0758417546749115
1653498322.3712537,718650,0.15628942847251892
1653498322.603947,720900,0.1285896599292755
1653498322.7018664,721800,0.19893324375152588
1653498323.1003864,725400,0.10541246086359024
1653498323.8587525,732600,0.08775966614484787
1653498324.250858,736200,0.13490842282772064
1653498324.3471847,737100,0.11657361686229706
1653498324.4810379,738450,0.09909848868846893
1653498324.7650008,741150,0.13020382821559906
1653498324.8095388,741600,0.17806844413280487
1653498325.1484978,744750,0.14863182604312897
1653498325.53994,748350,0.08980032801628113
1653498325.7324424,750150,0.20032837986946106
1653498325.9590335,751950,0.17626874148845673
1653498326.169203,753750,0.1686069518327713
1653498326.3105438,755100,0.152296245098114
1653498326.402831,756000,0.17713333666324615
1653498326.699791,758700,0.13286657631397247
1653498326.791706,759600,0.1940969079732895
1653498327.1223183,762750,0.21205361187458038
1653498327.509993,766350,0.21244892477989197
1653498327.60114,767250,0.23053355515003204
1653498327.741925,768600,0.18432384729385376
1653498327.837759,769500,0.15376418828964233
1653498327.8864222,769950,0.2083045244216919
1653498327.930733,770400,0.13516248762607574
1653498328.2578785,773550,0.13111083209514618
1653498328.4487426,775350,0.17202697694301605
1653498328.504294,775800,0.1515120416879654
1653498328.597047,776700,0.17381851375102997
1653498328.8316402,778950,0.2053408920764923
1653498329.2109504,782550,0.26839113235473633
1653498329.2556303,783000,0.24194014072418213
1653498329.4436693,784800,0.2810278832912445
1653498329.5439248,785700,0.21616730093955994
1653498329.9816873,789750,0.24355876445770264
1653498330.5068743,794700,0.18228597939014435
1653498330.9777963,799200,0.19222083687782288
1653498331.0758257,800100,0.21688097715377808
1653498331.40303,803250,0.2124684751033783
1653498331.4509332,803700,0.1900734156370163
1653498331.4989467,804150,0.1913769543170929
1653498331.6379004,805500,0.1698976755142212
1653498331.7861958,806850,0.20783309638500214
1653498331.9968047,808650,0.25334492325782776
1653498332.1833243,810450,0.2918354570865631
1653498333.1016383,819000,0.20385533571243286
1653498333.287166,820800,0.14332158863544464
1653498333.4763775,822600,0.2479921281337738
1653498333.6156845,823950,0.2324807345867157
1653498333.7013712,824850,0.27603623270988464
1653498333.8801703,826650,0.20553703606128693
1653498333.9729836,827550,0.16324082016944885
1653498334.3918326,831600,0.20751699805259705
1653498334.5872765,833400,0.14039210975170135
1653498335.0140386,837450,0.20754709839820862
1653498335.2534804,839700,0.13857147097587585
1653498335.3008173,840150,0.1909785270690918
1653498335.3441994,840600,0.17968928813934326
1653498335.9617682,846450,0.19433467090129852
1653498336.094677,847800,0.20609597861766815
1653498336.3338652,850050,0.2800029516220093
1653498336.6762044,853200,0.24480031430721283
1653498336.873494,855000,0.2302728295326233
1653498337.0187275,856350,0.15431325137615204
1653498337.3072634,859050,0.1470058411359787
1653498337.3612795,859500,0.14276355504989624
1653498337.4137661,859950,0.14288610219955444
1653498337.5573962,861300,0.17469041049480438
1653498337.8214676,863550,0.13313883543014526
1653498338.1307173,866250,0.12196934968233109
1653498338.1864731,866700,0.110419362783432
1653498338.752426,871200,0.08298547565937042
1653498338.815643,871650,0.0788475051522255
1653498339.0086188,873450,0.06766771525144577
1653498339.055921,873900,0.09759003669023514
1653498339.2659626,875700,0.06745930016040802
1653498339.3895807,876600,0.11317615956068039
1653498339.7026181,879300,0.06539963185787201
1653498339.8475258,880650,0.08937254548072815
1653498340.053991,882450,0.12625478208065033
1653498340.111098,882900,0.12385357171297073
1653498340.2173855,883800,0.195473775267601
1653498340.2658083,884250,0.15489794313907623
1653498340.3618212,885150,0.20571906864643097
1653498340.900171,890100,0.22053006291389465
1653498340.9975843,891000,0.21375086903572083
1653498341.3697636,894600,0.2280571013689041
1653498341.4175627,895050,0.1757931262254715
1653498341.5555902,896400,0.18979929387569427
1653498343.386433,912150,0.07390860468149185
1653498343.8740873,916200,0.10721631348133087
1653498343.9293575,916650,0.13116468489170074
1653498344.2941844,919800,0.14958521723747253
1653498344.4805079,921600,0.12064846605062485
1653498344.8481114,924750,0.2367604672908783
1653498344.896975,925200,0.22953201830387115
1653498345.5195725,930600,0.25123366713523865
1653498345.68632,931950,0.1856389343738556
1653498346.1276038,936000,0.1692149043083191
1653498346.505501,939600,0.11470850557088852
1653498346.6024232,940500,0.16627785563468933
1653498346.9649985,944100,0.1033863052725792
1653498347.0152433,944550,0.0965520367026329
1653498347.1043906,945450,0.09133175015449524
1653498347.244213,946800,0.1321239322423935
1653498347.5295434,949500,0.11285034567117691
1653498347.5826092,949950,0.07656002044677734
1653498347.775772,951750,0.09833423793315887
1653498347.820825,952200,0.07290337979793549
1653498348.0256665,954000,0.06385531276464462
1653498348.086111,954450,0.09597312659025192
1653498348.431038,957600,0.0700143352150917
1653498348.9036374,961650,0.16260287165641785
1653498349.0469127,963000,0.08937763422727585
1653498349.5972862,967500,0.11964213103055954
1653498350.0853233,972000,0.1530044823884964
1653498350.5736406,976500,0.1230616420507431
1653498350.9052436,979650,0.10520314425230026
1653498351.4419544,984600,0.11571799218654633
1653498351.8064108,987750,0.07500308752059937
1653498352.1674423,990900,0.08004080504179001
1653498352.2665625,991800,0.06642771512269974
1653498352.567993,994500,0.05501289665699005
1653498352.6706886,995400,0.09338445216417313
1653498352.8184166,996750,0.06625691056251526
1653498352.8621204,997200,0.06447196751832962
1653498353.149348,999900,0.08337093889713287
1653498353.364978,1001700,0.06119773909449577
1653498353.905094,1006650,0.11707069724798203
1653498354.04687,1008000,0.11744818836450577
1653498354.2829769,1010250,0.08508478105068207
1653498354.900633,1016100,0.06804100424051285
1653498355.3600616,1020600,0.05822468549013138
1653498356.0424507,1026900,0.07599098235368729
1653498356.933442,1035450,0.048693638294935226
1653498357.1706305,1037700,0.09099521487951279
1653498357.2184336,1038150,0.08226943016052246
1653498357.44962,1040400,0.06015479564666748
1653498357.6847613,1042650,0.06386084109544754
1653498357.8267589,1044000,0.057131439447402954
1653498358.06643,1046250,0.06926531344652176
1653498358.4492345,1049850,0.11095690727233887
1653498358.588578,1051200,0.10731682181358337
1653498358.9232247,1054350,0.10259483009576797
1653498358.9667108,1054800,0.06548447906970978
1653498359.0131574,1055250,0.12567777931690216
1653498359.107965,1056150,0.1068262979388237
1653498359.3920083,1058850,0.08092271536588669
1653498359.7331831,1062000,0.05742621421813965
1653498360.389938,1068300,0.07677766680717468
1653498360.9083617,1073250,0.08032974600791931
1653498361.1437347,1075500,0.11345654726028442
1653498361.2347157,1076400,0.08115432411432266
1653498361.3323836,1077300,0.08077110350131989
1653498361.3793416,1077750,0.08555342257022858
1653498361.5177438,1079100,0.08803687989711761
1653498361.565352,1079550,0.11709567159414291
1653498362.9990788,1093050,0.13326145708560944
1653498363.1430082,1094400,0.10467316210269928
1653498363.3324478,1096200,0.08194079250097275
1653498363.3820093,1096650,0.07972103357315063
1653498363.6235392,1098900,0.050117943435907364
1653498363.6995816,1099350,0.06826144456863403
1653498364.264083,1104750,0.053120773285627365
1653498364.6395087,1108350,0.05112871527671814
1653498364.7364478,1109250,0.059591181576251984
1653498364.7850366,1109700,0.04059305042028427
1653498364.9747381,1111500,0.06291653960943222
1653498365.3497255,1115100,0.052719805389642715
1653498365.7276845,1118700,0.07946119457483292
1653498365.9175572,1120500,0.06674084812402725
1653498366.10471,1122300,0.06342668831348419
1653498366.3370826,1124550,0.1250423789024353
1653498366.4275448,1125450,0.11998813599348068
1653498366.5635967,1126800,0.08853951096534729
1653498366.6620278,1127700,0.08085005730390549
1653498366.7212255,1128150,0.1472313404083252
1653498366.8117306,1129050,0.09001395851373672
1653498367.0467558,1131300,0.06587012112140656
1653498367.2316928,1133100,0.08355865627527237
1653498367.2786603,1133550,0.062272071838378906
1653498367.3226576,1134000,0.106671042740345
1653498367.4174376,1134900,0.08539855480194092
1653498367.5077715,1135800,0.0780729278922081
1653498367.7415664,1138050,0.052488140761852264
1653498367.8446338,1138950,0.10612131655216217
1653498368.223837,1142550,0.09323594719171524
1653498369.5374663,1154700,0.06547123938798904
1653498369.5856159,1155150,0.042630571871995926
1653498369.6811562,1156050,0.03747342526912689
1653498370.1127894,1160100,0.05016440898180008
1653498370.1603913,1160550,0.049658987671136856
1653498370.4409633,1163250,0.03692667931318283
1653498370.4871259,1163700,0.04218004271388054
1653498370.623512,1165050,0.022726576775312424
1653498370.6701317,1165500,0.05150996148586273
1653498370.8080573,1166850,0.04621095210313797
1653498371.1457214,1170000,0.02918180823326111
1653498371.2425256,1170900,0.048835013061761856
1653498371.5014374,1173150,0.04869537428021431
1653498372.047112,1178550,0.09069427102804184
1653498372.086943,1179000,0.12145411223173141
1653498372.4296868,1182600,0.11287909746170044
1653498372.476869,1183050,0.15764030814170837
1653498372.748852,1185750,0.10997998714447021
